source_pdf_url,saved_path,status
https://www.hiroshima-u.ac.jp/system/files/276227/08_01shigakubu_shigaku-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/08_01shigakubu_shigaku-m_r8.pdf,ok:629KB
https://www.hiroshima-u.ac.jp/system/files/276228/08_02shigakubu_koukuu-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/08_02shigakubu_koukuu-m_r8.pdf,ok:575KB
https://www.hiroshima-u.ac.jp/system/files/276229/10_02kougakubu_2-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_02kougakubu_2-m_r8.pdf,ok:489KB
https://www.hiroshima-u.ac.jp/system/files/276230/10_02kougakubu_4-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_02kougakubu_4-m_r8.pdf,ok:355KB
https://www.hiroshima-u.ac.jp/system/files/276403/11seibutuseisangakubu-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/11seibutuseisangakubu-m_r8.pdf,ok:2241KB
https://www.hiroshima-u.ac.jp/system/files/276718/12jyohoukagakubu2-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/12jyohoukagakubu2-m_r8.pdf,ok:1179KB
https://www.hiroshima-u.ac.jp/system/files/276773/03_10kyoikugakubu_tabunka-ibm_r8.pdf,downloads/www.hiroshima-u.ac.jp/03_10kyoikugakubu_tabunka-ibm_r8.pdf,ok:1004KB
https://www.hiroshima-u.ac.jp/system/files/276242/10_02kougakubu_2-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_02kougakubu_2-m_r8.pdf,exists
https://www.hiroshima-u.ac.jp/system/files/276243/10_02kougakubu_3-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_02kougakubu_3-m_r8.pdf,ok:509KB
https://www.hiroshima-u.ac.jp/system/files/276404/11seibutuseisangakubu-m_r8_0.pdf,downloads/www.hiroshima-u.ac.jp/11seibutuseisangakubu-m_r8_0.pdf,ok:2241KB
https://www.hiroshima-u.ac.jp/system/files/276719/12jyohoukagakubu2-m_r8_0.pdf,downloads/www.hiroshima-u.ac.jp/12jyohoukagakubu2-m_r8_0.pdf,ok:1179KB
https://www.hiroshima-u.ac.jp/system/files/276248/04_hougakubu-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/04_hougakubu-m_r8.pdf,exists
https://www.hiroshima-u.ac.jp/system/files/276721/05_keizaigakubu-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/05_keizaigakubu-m_r8.pdf,ok:568KB
https://www.hiroshima-u.ac.jp/system/files/276250/01_sougoukagakubu-p-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/01_sougoukagakubu-p-m_r8.pdf,ok:436KB
https://www.hiroshima-u.ac.jp/system/files/276251/04_hougakubu-m_r8_0.pdf,downloads/www.hiroshima-u.ac.jp/04_hougakubu-m_r8_0.pdf,ok:1073KB
https://www.hiroshima-u.ac.jp/system/files/276722/05_keizaigakubu-m_r8_0.pdf,downloads/www.hiroshima-u.ac.jp/05_keizaigakubu-m_r8_0.pdf,ok:568KB
https://www.hiroshima-u.ac.jp/system/files/276720/12_02jyohoukagakubu-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/12_02jyohoukagakubu-m_r8.pdf,ok:1476KB
https://www.hiroshima-u.ac.jp/system/files/276255/03_07kyoiku_kokugo-m_r8.pdf,downloads/www.hiroshima-u.ac.jp/03_07kyoiku_kokugo-m_r8.pdf,ok:865KB
https://www.hiroshima-u.ac.jp/system/files/276405/11seibutuseisangakubu-m_r8_1.pdf,downloads/www.hiroshima-u.ac.jp/11seibutuseisangakubu-m_r8_1.pdf,ok:2241KB
https://www.hiroshima-u.ac.jp/system/files/276723/01_01sougoukagakubu_1-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/01_01sougoukagakubu_1-ks_r8.pdf,ok:261KB
https://www.hiroshima-u.ac.jp/system/files/276724/02_11bungakubu_seiyoutetsugaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_11bungakubu_seiyoutetsugaku_ks_r8.pdf,ok:192KB
https://www.hiroshima-u.ac.jp/system/files/276725/02_13bungakubu_rinrigaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_13bungakubu_rinrigaku_ks_r8.pdf,ok:616KB
https://www.hiroshima-u.ac.jp/system/files/276726/02_14bungakubu_chugokushisoubunkagaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_14bungakubu_chugokushisoubunkagaku_ks_r8.pdf,ok:386KB
https://www.hiroshima-u.ac.jp/system/files/276727/02_15bungakubu_nihonshigaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_15bungakubu_nihonshigaku_ks_r8.pdf,ok:203KB
https://www.hiroshima-u.ac.jp/system/files/276728/02_16bungakubu_toyoshigaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_16bungakubu_toyoshigaku_ks_r8.pdf,ok:261KB
https://www.hiroshima-u.ac.jp/system/files/276729/02_17bungakubu_seiyoushigaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_17bungakubu_seiyoushigaku_ks_r8.pdf,ok:201KB
https://www.hiroshima-u.ac.jp/system/files/276730/02_18bungakubu_chirigaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_18bungakubu_chirigaku_ks_r8.pdf,ok:451KB
https://www.hiroshima-u.ac.jp/system/files/276731/02_19bungakubu_koukogaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_19bungakubu_koukogaku_ks_r8.pdf,ok:484KB
https://www.hiroshima-u.ac.jp/system/files/276732/02_20bungakubu_bunkazaigaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_20bungakubu_bunkazaigaku_ks_r8.pdf,ok:265KB
https://www.hiroshima-u.ac.jp/system/files/276733/02_21bungakubu_nihonbungakugogaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_21bungakubu_nihonbungakugogaku_ks_r8.pdf,ok:250KB
